-0.000034, 0.150098, 0.000078, -0.099981, -0.000050, -0.000090, -0.000061, 0.000015, -0.150007, -0.000020, -0.100094, -0.000061, -0.000089, 0.000034, -0.399894, -0.000131, 0.000105, 0.000074, -0.000000, 0.005181, -0.374016, 0.667917, -0.293898, -0.005182, 0.000001, 0.005181, -0.374017, 0.667923, -0.293900, -0.005182, -0.000082, -0.000007, 
-0.000040, 0.150081, -0.082611, -0.224022, -0.000037, -0.000090, -0.000061, -0.000014, -0.150025, 0.082441, -0.223722, -0.000058, -0.000067, 0.000012, -0.399894, -0.000131, 0.040989, -0.040984, -0.000000, 0.005118, -0.374183, 0.667810, -0.293673, -0.005113, 0.000015, 0.005109, -0.374211, 0.667741, -0.293620, -0.005103, -0.247428, 0.000008, 
0.000014, 0.150025, -0.337638, -0.606566, 0.000053, -0.000025, 0.000005, -0.000011, -0.150071, 0.337497, -0.606255, 0.000006, -0.000089, 0.000034, -0.399894, -0.000131, 0.168311, -0.168481, 0.000001, 0.006246, -0.370296, 0.669643, -0.299346, -0.006263, -0.000067, 0.006254, -0.370309, 0.669663, -0.299354, -0.006265, -1.012481, 0.000042, 
0.000003, 0.149991, -0.399947, -0.700029, 0.000071, 0.000019, 0.000048, -0.000023, -0.150075, 0.400067, -0.700027, 0.000025, -0.000067, 0.000056, -0.399894, -0.000131, 0.199989, -0.200115, -0.000003, 0.009429, -0.370205, 0.669515, -0.299297, -0.009450, 0.000005, 0.009431, -0.370196, 0.669515, -0.299316, -0.009450, -1.200098, 0.000046, 
0.000003, 0.149991, -0.399947, -0.700029, 0.000071, 0.000019, 0.000048, -0.000023, -0.150075, 0.400067, -0.700027, 0.000025, -0.000067, 0.000056, -0.399894, -0.000131, 0.199989, -0.200115, -0.000003, 0.009429, -0.370205, 0.669515, -0.299297, -0.009450, 0.000005, 0.009431, -0.370196, 0.669515, -0.299316, -0.009450, -1.200098, 0.000046, 
0.000003, 0.149991, -0.399947, -0.700029, 0.000071, 0.000019, 0.000048, -0.000023, -0.150075, 0.400067, -0.700027, 0.000025, -0.000067, 0.000056, -0.399894, -0.000131, 0.199989, -0.200115, -0.000003, 0.009429, -0.370205, 0.669515, -0.299297, -0.009450, 0.000005, 0.009431, -0.370196, 0.669515, -0.299316, -0.009450, -1.200098, 0.000046, 
0.000003, 0.149993, -0.399944, -0.700030, 0.000069, 0.000041, 0.000027, 0.083274, -0.152733, 0.315192, -0.714160, -0.027722, -0.036021, -0.034371, -0.399894, -0.000131, 0.199902, -0.200049, -0.000002, 0.008736, -0.370419, 0.669477, -0.299033, -0.008740, 0.000004, 0.008737, -0.370424, 0.669431, -0.299031, -0.008743, -1.200094, 0.000043, 
0.000005, 0.149993, -0.399943, -0.700028, 0.000068, 0.000041, -0.000017, 0.803488, -0.175722, -0.418791, -0.836212, -0.267483, -0.346144, -0.331535, -0.399894, -0.000131, 0.200076, -0.200115, -0.000000, 0.013674, -0.369315, 0.669557, -0.300257, -0.013672, -0.000012, 0.013672, -0.369314, 0.669384, -0.300263, -0.013675, -1.200094, 0.000046, 
0.000005, 0.149993, -0.399943, -0.700028, 0.000068, 0.000041, -0.000017, 0.803488, -0.175722, -0.418791, -0.836212, -0.267483, -0.346144, -0.331535, -0.399894, -0.000131, 0.200076, -0.200115, -0.000000, 0.013674, -0.369315, 0.669557, -0.300257, -0.013672, -0.000012, 0.013672, -0.369314, 0.669384, -0.300263, -0.013675, -1.200094, 0.000046, 
0.000005, 0.149994, -0.399942, -0.700029, 0.000068, 0.000041, -0.000017, 1.108589, -0.185463, -0.729683, -0.887912, -0.369035, -0.477589, -0.457831, -0.399894, -0.000131, 0.200076, -0.200115, 0.000001, 0.017092, -0.365968, 0.670665, -0.304689, -0.017089, -0.000009, 0.017089, -0.365978, 0.670714, -0.304674, -0.017089, -1.200095, 0.000046, 
